CUPS: , ES12345678912345678912
Fecha inicio : , 13/03/2022
Fecha fin : , 10/04/2022
Fecha y hora de extracción : , 10/04/2022 20:01:22
Tarifa : , 2.0TD

Fecha  , Hora  , Consumo (Wh) , Precio (€/Wh) , Coste por hora (€)
2022-03-29 , 08:00-09:00 , 41.0 , 0.0 , 0.0
2022-03-29 , 09:00-10:00 , 127.0 , 0.0 , 0.0
2022-03-29 , 10:00-11:00 , 70.0 , 0.0 , 0.0
2022-03-29 , 11:00-12:00 , 54.0 , 0.0 , 0.0
2022-03-29 , 12:00-13:00 , 64.0 , 0.0 , 0.0
2022-03-29 , 13:00-14:00 , 50.0 , 0.0 , 0.0
2022-03-29 , 14:00-15:00 , 62.0 , 0.0 , 0.0
2022-03-29 , 15:00-16:00 , 44.0 , 0.0 , 0.0
2022-03-29 , 16:00-17:00 , 60.0 , 0.0 , 0.0
2022-03-29 , 17:00-18:00 , 38.0 , 0.0 , 0.0
2022-03-29 , 18:00-19:00 , 58.0 , 0.0 , 0.0
2022-03-29 , 19:00-20:00 , 55.0 , 0.0 , 0.0
2022-03-29 , 20:00-21:00 , 62.0 , 0.0 , 0.0
2022-03-29 , 21:00-22:00 , 401.0 , 0.0 , 0.0
2022-03-29 , 22:00-23:00 , 284.0 , 0.0 , 0.0
2022-03-29 , 23:00-00:00 , 343.0 , 0.0 , 0.0

2022-03-30 , 00:00-01:00 , 289.0 , 0.0 , 0.0
2022-03-30 , 01:00-02:00 , 761.0 , 0.0 , 0.0
2022-03-30 , 02:00-03:00 , 1756.0 , 0.0 , 0.0
2022-03-30 , 03:00-04:00 , 1595.0 , 0.0 , 0.0
2022-03-30 , 04:00-05:00 , 213.0 , 0.0 , 0.0
2022-03-30 , 05:00-06:00 , 251.0 , 0.0 , 0.0
2022-03-30 , 06:00-07:00 , 91.0 , 0.0 , 0.0
2022-03-30 , 07:00-08:00 , 48.0 , 0.0 , 0.0
2022-03-30 , 08:00-09:00 , 180.0 , 0.0 , 0.0
2022-03-30 , 09:00-10:00 , 62.0 , 0.0 , 0.0
2022-03-30 , 10:00-11:00 , 109.0 , 0.0 , 0.0
2022-03-30 , 11:00-12:00 , 122.0 , 0.0 , 0.0
2022-03-30 , 12:00-13:00 , 200.0 , 0.0 , 0.0
2022-03-30 , 13:00-14:00 , 196.0 , 0.0 , 0.0
2022-03-30 , 14:00-15:00 , 56.0 , 0.0 , 0.0
2022-03-30 , 15:00-16:00 , 195.0 , 0.0 , 0.0
2022-03-30 , 16:00-17:00 , 52.0 , 0.0 , 0.0
2022-03-30 , 17:00-18:00 , 61.0 , 0.0 , 0.0
2022-03-30 , 18:00-19:00 , 177.0 , 0.0 , 0.0
2022-03-30 , 19:00-20:00 , 110.0 , 0.0 , 0.0
2022-03-30 , 20:00-21:00 , 265.0 , 0.0 , 0.0
2022-03-30 , 21:00-22:00 , 150.0 , 0.0 , 0.0
2022-03-30 , 22:00-23:00 , 484.0 , 0.0 , 0.0
2022-03-30 , 23:00-00:00 , 493.0 , 0.0 , 0.0

2022-03-31 , 00:00-01:00 , 213.0 , 0.0 , 0.0
2022-03-31 , 01:00-02:00 , 260.0 , 0.0 , 0.0
2022-03-31 , 02:00-03:00 , 363.0 , 0.0 , 0.0
2022-03-31 , 03:00-04:00 , 611.0 , 0.0 , 0.0
2022-03-31 , 04:00-05:00 , 259.0 , 0.0 , 0.0
2022-03-31 , 05:00-06:00 , 233.0 , 0.0 , 0.0
2022-03-31 , 06:00-07:00 , 193.0 , 0.0 , 0.0
2022-03-31 , 07:00-08:00 , 106.0 , 0.0 , 0.0
2022-03-31 , 08:00-09:00 , 115.0 , 0.0 , 0.0
2022-03-31 , 09:00-10:00 , 35.0 , 0.0 , 0.0
2022-03-31 , 10:00-11:00 , 60.0 , 0.0 , 0.0
2022-03-31 , 11:00-12:00 , 163.0 , 0.0 , 0.0
2022-03-31 , 12:00-13:00 , 51.0 , 0.0 , 0.0
2022-03-31 , 13:00-14:00 , 248.0 , 0.0 , 0.0
2022-03-31 , 14:00-15:00 , 235.0 , 0.0 , 0.0
2022-03-31 , 15:00-16:00 , 546.0 , 0.0 , 0.0
2022-03-31 , 16:00-17:00 , 357.0 , 0.0 , 0.0
2022-03-31 , 17:00-18:00 , 400.0 , 0.0 , 0.0
2022-03-31 , 18:00-19:00 , 355.0 , 0.0 , 0.0
2022-03-31 , 19:00-20:00 , 158.0 , 0.0 , 0.0
2022-03-31 , 20:00-21:00 , 301.0 , 0.0 , 0.0
2022-03-31 , 21:00-22:00 , 147.0 , 0.0 , 0.0
2022-03-31 , 22:00-23:00 , 271.0 , 0.0 , 0.0
2022-03-31 , 23:00-00:00 , 152.0 , 0.0 , 0.0

2022-04-01 , 00:00-01:00 , 580.0 , 0.0 , 0.0
2022-04-01 , 01:00-02:00 , 380.0 , 0.0 , 0.0
2022-04-01 , 02:00-03:00 , 231.0 , 0.0 , 0.0
2022-04-01 , 03:00-04:00 , 419.0 , 0.0 , 0.0
2022-04-01 , 04:00-05:00 , 204.0 , 0.0 , 0.0
2022-04-01 , 05:00-06:00 , 179.0 , 0.0 , 0.0
2022-04-01 , 06:00-07:00 , 61.0 , 0.0 , 0.0
2022-04-01 , 07:00-08:00 , 168.0 , 0.0 , 0.0
2022-04-01 , 08:00-09:00 , 55.0 , 0.0 , 0.0
2022-04-01 , 09:00-10:00 , 181.0 , 0.0 , 0.0
2022-04-01 , 10:00-11:00 , 56.0 , 0.0 , 0.0
2022-04-01 , 11:00-12:00 , 58.0 , 0.0 , 0.0
2022-04-01 , 12:00-13:00 , 167.0 , 0.0 , 0.0
2022-04-01 , 13:00-14:00 , 63.0 , 0.0 , 0.0
2022-04-01 , 14:00-15:00 , 179.0 , 0.0 , 0.0
2022-04-01 , 15:00-16:00 , 52.0 , 0.0 , 0.0
2022-04-01 , 16:00-17:00 , 191.0 , 0.0 , 0.0
2022-04-01 , 17:00-18:00 , 54.0 , 0.0 , 0.0
2022-04-01 , 18:00-19:00 , 124.0 , 0.0 , 0.0
2022-04-01 , 19:00-20:00 , 155.0 , 0.0 , 0.0
2022-04-01 , 20:00-21:00 , 162.0 , 0.0 , 0.0
2022-04-01 , 21:00-22:00 , 159.0 , 0.0 , 0.0
2022-04-01 , 22:00-23:00 , 138.0 , 0.0 , 0.0
2022-04-01 , 23:00-00:00 , 804.0 , 0.0 , 0.0

2022-04-02 , 00:00-01:00 , 147.0 , 0.0 , 0.0
2022-04-02 , 01:00-02:00 , 236.0 , 0.0 , 0.0
2022-04-02 , 02:00-03:00 , 283.0 , 0.0 , 0.0
2022-04-02 , 03:00-04:00 , 286.0 , 0.0 , 0.0
2022-04-02 , 04:00-05:00 , 222.0 , 0.0 , 0.0
2022-04-02 , 05:00-06:00 , 260.0 , 0.0 , 0.0
2022-04-02 , 06:00-07:00 , 239.0 , 0.0 , 0.0
2022-04-02 , 07:00-08:00 , 267.0 , 0.0 , 0.0
2022-04-02 , 08:00-09:00 , 137.0 , 0.0 , 0.0
2022-04-02 , 09:00-10:00 , 77.0 , 0.0 , 0.0
2022-04-02 , 10:00-11:00 , 58.0 , 0.0 , 0.0
2022-04-02 , 11:00-12:00 , 44.0 , 0.0 , 0.0
2022-04-02 , 12:00-13:00 , 56.0 , 0.0 , 0.0
2022-04-02 , 13:00-14:00 , 64.0 , 0.0 , 0.0
2022-04-02 , 14:00-15:00 , 41.0 , 0.0 , 0.0
2022-04-02 , 15:00-16:00 , 47.0 , 0.0 , 0.0
2022-04-02 , 16:00-17:00 , 55.0 , 0.0 , 0.0
2022-04-02 , 17:00-18:00 , 304.0 , 0.0 , 0.0
2022-04-02 , 18:00-19:00 , 1937.0 , 0.0 , 0.0
2022-04-02 , 19:00-20:00 , 1947.0 , 0.0 , 0.0
2022-04-02 , 20:00-21:00 , 251.0 , 0.0 , 0.0
2022-04-02 , 21:00-22:00 , 294.0 , 0.0 , 0.0
2022-04-02 , 22:00-23:00 , 759.0 , 0.0 , 0.0
2022-04-02 , 23:00-00:00 , 360.0 , 0.0 , 0.0

2022-04-03 , 00:00-01:00 , 910.0 , 0.0 , 0.0
2022-04-03 , 01:00-02:00 , 500.0 , 0.0 , 0.0
2022-04-03 , 02:00-03:00 , 307.0 , 0.0 , 0.0
2022-04-03 , 03:00-04:00 , 297.0 , 0.0 , 0.0
2022-04-03 , 04:00-05:00 , 411.0 , 0.0 , 0.0
2022-04-03 , 05:00-06:00 , 313.0 , 0.0 , 0.0
2022-04-03 , 06:00-07:00 , 385.0 , 0.0 , 0.0
2022-04-03 , 07:00-08:00 , 64.0 , 0.0 , 0.0
2022-04-03 , 08:00-09:00 , 57.0 , 0.0 , 0.0
2022-04-03 , 09:00-10:00 , 190.0 , 0.0 , 0.0
2022-04-03 , 10:00-11:00 , 54.0 , 0.0 , 0.0
2022-04-03 , 11:00-12:00 , 194.0 , 0.0 , 0.0
2022-04-03 , 12:00-13:00 , 51.0 , 0.0 , 0.0
2022-04-03 , 13:00-14:00 , 125.0 , 0.0 , 0.0
2022-04-03 , 14:00-15:00 , 204.0 , 0.0 , 0.0
2022-04-03 , 15:00-16:00 , 55.0 , 0.0 , 0.0
2022-04-03 , 16:00-17:00 , 203.0 , 0.0 , 0.0
2022-04-03 , 17:00-18:00 , 979.0 , 0.0 , 0.0
2022-04-03 , 18:00-19:00 , 333.0 , 0.0 , 0.0
2022-04-03 , 19:00-20:00 , 310.0 , 0.0 , 0.0
2022-04-03 , 20:00-21:00 , 292.0 , 0.0 , 0.0
2022-04-03 , 21:00-22:00 , 437.0 , 0.0 , 0.0
2022-04-03 , 22:00-23:00 , 324.0 , 0.0 , 0.0
2022-04-03 , 23:00-00:00 , 328.0 , 0.0 , 0.0

2022-04-04 , 00:00-01:00 , 471.0 , 0.0 , 0.0
2022-04-04 , 01:00-02:00 , 1183.0 , 0.0 , 0.0
2022-04-04 , 02:00-03:00 , 1790.0 , 0.0 , 0.0
2022-04-04 , 03:00-04:00 , 1273.0 , 0.0 , 0.0
2022-04-04 , 04:00-05:00 , 162.0 , 0.0 , 0.0
2022-04-04 , 05:00-06:00 , 86.0 , 0.0 , 0.0
2022-04-04 , 06:00-07:00 , 49.0 , 0.0 , 0.0
2022-04-04 , 07:00-08:00 , 197.0 , 0.0 , 0.0
2022-04-04 , 08:00-09:00 , 44.0 , 0.0 , 0.0
2022-04-04 , 09:00-10:00 , 47.0 , 0.0 , 0.0
2022-04-04 , 10:00-11:00 , 203.0 , 0.0 , 0.0
2022-04-04 , 11:00-12:00 , 46.0 , 0.0 , 0.0
2022-04-04 , 12:00-13:00 , 47.0 , 0.0 , 0.0
2022-04-04 , 13:00-14:00 , 207.0 , 0.0 , 0.0
2022-04-04 , 14:00-15:00 , 47.0 , 0.0 , 0.0
2022-04-04 , 15:00-16:00 , 200.0 , 0.0 , 0.0
2022-04-04 , 16:00-17:00 , 45.0 , 0.0 , 0.0
2022-04-04 , 17:00-18:00 , 47.0 , 0.0 , 0.0
2022-04-04 , 18:00-19:00 , 351.0 , 0.0 , 0.0
2022-04-04 , 19:00-20:00 , 307.0 , 0.0 , 0.0
2022-04-04 , 20:00-21:00 , 967.0 , 0.0 , 0.0
2022-04-04 , 21:00-22:00 , 438.0 , 0.0 , 0.0
2022-04-04 , 22:00-23:00 , 318.0 , 0.0 , 0.0
2022-04-04 , 23:00-00:00 , 366.0 , 0.0 , 0.0

Total (Wh): , 118686.0
